,url,title,article,date,publisher,trust,avg_score
1883,https://nos.nl/artikel/437263-obama-sluit-strijd-emotioneel-af.html,Obama sluit strijd emotioneel af,"Met een emotionele speech in Iowa heeft president Obama zijn verkiezingscampagne afgesloten.[1] 
In Iowa begon vier jaar geleden zijn opmars, toen hij daar de caucus bij de Democraten won.[1] 
In zijn laatste toespraak zei hij dat de kiezers in Iowa een beweging op gang hielpen die zich verspreidde over de hele natie.[1] 
Nu is volgens hem de kans het af te maken.[1] 
Meer dan 20.000 mensen waren in de kou bij Obama's slottoespraak aanwezig.[1] 
Obama leek emotioneel te worden toen hij eraan herinnerde dat het zijn laatste campagnetoespraak ooit was.[1] 
Zijn stem brak en hij leek te vechten tegen zijn tranen toen hij zei dat de reis nog niet ten einde is en de strijd voor verandering doorgaat.[1] 
Het publiek scandeerde daarna ""Four more years"".[1] 
Obama's uitdager Mitt Romney sprak in New Hampshire.[1] 
Voor een dolenthousiaste menigte beloofde hij dat ""morgen een betere toekomst begint"".[1] ",2012-11-06,nos,trusted,1
4357,www.volkskrant.nl/nieuws-achtergrond/guatemala-in-strijd-tegen-corruptie-oud-president-colom-en-oxfam-voorzitter-fuentes-gearresteerd~b68df89b/,Guatemala in strijd tegen corruptie: oud-president Colom en Oxfam-voorzitter Fuentes gearresteerd,"De Guatemalteekse oud-president Álvaro Colom (66) is dinsdag gearresteerd, evenals een groot deel van de ministerploeg waarmee hij tussen 2008 en 2012 het land regeerde.[1] 
De negen mannen en een vrouw worden allemaal verdacht van corruptie.[1] 
Een van de oud-ministers is Juan Alberto Fuentes, voorzitter van hulporganisatie Oxfam International.[1]
Het schandaal draait om het openbaar busvervoer in Guatemala-Stad.[1] 
Colom beloofde het systeem te moderniseren en veiliger te maken, maar de aanbesteding en uitvoering van de klus zijn volgens aanklagers gepaard gegaan met frauduleuze praktijken.[1] 
De regering zou onder meer 30 miljoen euro hebben betaald aan een privaat busbedrijf.[1] 
'Volgens ons was het legaal', zei Colom dinsdag tegen lokale media voor de deur van de rechtbank.[1] 
'Laten we afwachten wat de rechter ervan denkt.[0]
Juan Alberto Fuentes werkte als minister van Financiën onder Colom, en volgde in 2015 de Nederlander Joris Voorhoeve op als voorzitter van Oxfam International.[1] 
Zijn arrestatie komt op een pijnlijk moment voor de hulporganisatie, die al dagen onder vuur ligt omdat medewerkers in het straatarme Haïti seksfeestjes hadden met plaatselijke, mogelijk minderjarige, prostituees.[1] ",2018-02-13,vk,trusted,1
13997,https://niburu.co/15772,"Dood gaan we allemaal, of toch niet?","Wanneer we druk bezig zijn met ons dagelijks leven is de dood een ver van mijn bed show.[0]
Maar, toch, helemaal weg is het nooit en het blijft een raadsel wat er nu echt gebeurt als je doodgaat.[0]   
De dood is een vreemd begrip in onze maatschappij.[0] 
Wanneer ben je nu eigenlijk dood?[0] 
Ook de afgelopen weken heb je weer reclamespotjes voorbij zien komen van het donorregister en hoe belangrijk het is dat je daar laat vastleggen of je wel of niet je organen wilt doneren na je dood.[0] 
Dankzij een wet van D666 is de situatie nu anders dan vroeger.[2] 
Voorheen moest je specifiek toestemming geven voor orgaantransplantatie, tegenwoordig wordt er vanuit gegaan dat je toestemming hebt gegeven, tenzij je in het donorregister hebt aangegeven dit niet te willen.[1] 
Als je denkt dat het voor jou allemaal niet zo interessant is, dan raden wij je aan om een paar minuten tijd te nemen om de volgende video te bekijken.[0] 
Veel mensen nemen aan dat onze hersen het orgaan is dat het bewustzijn creëert, zoals ook Dick Swaab vertelt in zijn boek ""Wij zijn ons brein"".[3]
Maar, dat dit niet zo is, is aangetoond door cardioloog Dr. Pim van Lommel die onder andere stelt: ,,We hebben kunnen aantonen dat mensen een helderder bewustzijn hebben dan ooit, op het moment dat hun hersenen volledig zijn uitgevallen.[5]",6-12-2020,niburu,untrusted,2.75
4891,www.volkskrant.nl/nieuws-achtergrond/vakbonden-buitenspel-distributiemedewerkers-jumbo-kiezen-voor-regeling-werkgever~ba0ffae7/,Vakbonden buitenspel: distributiemedewerkers Jumbo kiezen voor regeling werkgever,"De distributiemedewerkers van supermarktketen Jumbo hebben in meerderheid gekozen voor een arbeidsregeling van de werkgever.[1]
Het akkoord is een nederlaag voor vakbonden FNV en CNV, die de afgelopen maanden vergeefs probeerden tot een nieuwe cao te komen.[1] 
Eind december bereikte Jumbo een akkoord met de centrale ondernemingsraad en de ondernemingsraad supply chain, twee organen die binnen het bedrijf de werknemers vertegenwoordigen.[1] 
De medewerkers kregen de afgelopen twee maanden de tijd om hun keuze te maken tussen het nieuwe arbeidsvoorwaardenreglement (avr) en de oude collectieve arbeidsovereenkomst (cao).[1] 
Uiteindelijk kozen ruim tweeduizend van de drieduizend medewerkers voor het aanbod van de werkgever.[1]
Iets meer dan honderd mensen kozen voor de oude cao, 850 mensen maakten geen keuze.[1] 
Het distributiepersoneel gaat er dit jaar 1 procent op vooruit en volgend jaar nog eens 1,5 procent.[1] 
Ook de 1.500 uitzendkrachten die werken in het magazijn van de supermarktketen en de winkels bevoorraden gaan werken onder de nieuwe avr.[1]
De regeling geldt voor de komende vijf jaar, zegt een woordvoerder van Jumbo.[1]
De keuze van de werknemers 'sterkt ons in de opvatting dat we de juiste weg hebben bewandeld' door met de ondernemingsraden afspraken te maken, stelt Jumbobaas Frits van Eerd op de eigen website.[1] ",2018-05-01,vk,trusted,1
11227,https://speld.nl/2020/01/04/bij-deze-pannenkoekenmix-hoef-je-alleen-maar-alle-ingredienten-voor-pannenkoeken-toe-te-voegen/,Bij deze pannenkoekenmix hoef je alleen maar alle ingrediënten voor pannenkoeken toe te voegen,"Zelf pannenkoeken maken lijkt misschien ingewikkeld omdat je allemaal dingen moet kopen, maar het hoeft helemaal geen gedoe te zijn.[0] 
Bij deze handige pannenkoekenmix hoef je alleen maar alle ingrediënten voor pannenkoeken toe te voegen.[0]  
De eerste gebruikers zijn enthousiast.[0] 
“Alleen eieren, boter en melk toevoegen”, leest Masha (26) achterop het pak.[0] 
“Dan hoef je geen eieren, boter en melk bij bloem toe te voegen.[0] 
Dat scheelt weer.[0]
” Ook de 31-jarige Samir is te spreken over de mix.[0] 
“Als je alles hebt, ben je zo klaar.[0]
 Je wil er misschien ook stroop op, maar dat moet je dan los kopen want dat zit er nog niet bij.[0]
” Download nu de app van De Speld![0]",4-1-2020,speld,untrusted,0
21342,https://nos.nl/artikel/2153370-lawinegevaar-begint-al-bij-het-pistepaaltje.html,Lawinegevaar begint al bij het pistepaaltje',"""Het zijn droomomstandigheden om offpiste te skiën, maar onderschat het lawinegevaar niet.[1]
"" Daarvoor waarschuwt commercieel directeur Bert Romani van de Nederlandse Ski Vereniging.[1] 
Volgens hem is de sneeuw buiten de pistes erg instabiel door de weinige sneeuwval eind 2016.[1] 
""Het gevaar begint bij het pistepaaltje.""[1] 
Vanmiddag kwam een Amsterdammer om het leven toen hij onder een lawine bedolven werd.[1] 
De 33-jarige man was met een andere Nederlander en een gids offpiste gaan skiën op de Trittkopf, een berg in de buurt van Lech.[1] 
""Afgelopen week is er veel sneeuw gevallen"", zegt Romani.[1]
""Op sommige plekken ruim een meter.[1] 
Bij zo veel sneeuw neemt het lawinegevaar toe.[1] 
Maar wat het vooral gevaarlijk maakt nu, is dat er in de periode daarvoor zo weinig sneeuw is gevallen waardoor de ondergrond waar de verse sneeuw op valt slecht is.[1]",2017-01-16,nos,trusted,1
9202,www.ed.nl/show/-cristiano-ronaldo-koopt-duurste-racebolide-ter-wereld~acb9c881/,Cristiano Ronaldo koopt duurste racebolide ter wereld',"De Portugese stervoetballer Cristiano Ronaldo (34) heeft mogelijk de duurste personenwagen ooit aangeschaft.[1] 
Het gaat, zo melden Britse en Italiaanse media, om een gitzwarte Bugatti-sportbolide die dankzij een 8 liter-turbomotor een topsnelheid van maximaal 420 km/uur kan halen.[2]
Kosten van Ronaldo's nieuwste speeltje: een slordige 11 miljoen euro.[4]
Ronaldo, die bij de Italiaanse club Juventus speelt, heeft nog niet op het nieuws gereageerd.[0] 
De firma Bugatti evenmin, omdat het bedrijf de privacy van kopers hoog in het vaandel heeft staan.[1] 
Wel heeft Bugatti bevestigd dat de wagen daadwerkelijk is verkocht.[1] 
La Voiture Noir (de zwarte auto, red.) is gestyled naar de Bugatti Type 57 SC Atlantic, waarvan er tussen 1936 en 1938 vier zijn gemaakt.[1] 
Drie van de Atlantic Coupé's zijn in handen van schatrijke verzamelaars die er circa 40 miljoen euro voor betaalden.[1] 
Het laatste exemplaar is nog altijd spoorloos.[1] 
Kenners vermoeden dat, als de auto ooit wordt gevonden, er makkelijk 100 miljoen voor zal worden betaald.[0]",2019-05-01,eindhovensdagblad,trusted,1.5
6194,www.trouw.nl/samenleving/het-tussenjaar-is-terug-van-weggeweest~ad2c9126/,Het tussenjaar is terug van weggeweest,"Jongeren gaan voordat ze aan een studie beginnen vaker op reis.[1] 
Ze hebben meer tijd nodig om in één keer de juiste studiekeuze te kunnen maken..[0]
Ruim 10 procent van de studenten die vorig jaar met hun studie begonnen deed daarvoor een tussenjaar.[1] 
Dat bleek deze week uit onderzoek van ResearchNed in opdracht van Nuffic.[1]
Dat percentage is hoger dan ooit.[1] 
In het hbo is het aandeel eerstejaars met 'tussenjaarervaring' iets hoger dan op de universiteit: 11,5 tegen 8,5 procent.[1] 
Het merendeel van de studenten zegt een tussenjaar te nemen om een betere studiekeuze te kunnen maken.[1]
Het Interstedelijk Studenten Overleg maakt zich zorgen over deze motivatie.[0] 
Scholieren zijn natuurlijk vrij in hun keuze, zegt voorzitter Tom van den Brink, die zelf een tussenjaar deed in Amerika.[0] 
""Waar wij ons zorgen over maken, is dat jongeren steeds sneller moeten studeren.[0]",2018-09-09,trouw,trusted,1
22448,www.ad.nl/buitenland/advies-in-portugal-blijf-binnen-tussen-elf-en-vijf~ac90bd6b/,Advies in Portugal: blijf binnen tussen elf en vijf,"Warm? In Portugal, dáár is het pas warm.[1] 
Op sommige plekken werd het gisteren bijna 47 graden.[1]
Hoe kom je in die hitte de dag door?[0]
Herman van Beuningen kijkt zijn dochter aan.[0] 
,,Als je wil, gaan we, hoor.''[0] 
De 72-jarige Nederlander, die al 40 jaar in Portugal woont, zit rustig in de schaduw in de tuin bij zijn zoon Hein en schoondochter Victorien.[0] 
Het is tien uur 's ochtends, het kwik is al tot 37 graden gestegen.[0] 
Voorzichtig beginnen zweetdruppels op de voorhoofden te parelen. [0]
Dochter Helena, die over is uit de VS, twijfelt.[0] 
Ze wil graag naar een antiekmarkt in de buurt en vandaag is voor haar nog de enige mogelijkheid.[0]",2018-08-06,ad,trusted,1
4736,www.volkskrant.nl/columns-opinie/we-komen-er-niet-uit-met-z-n-allen-in-katowice-noch-in-nederland~bddedf4a/,"We komen er niet uit, met z'n allen. In Katowice noch in Nederland","De klimaattop van Katowice (COP24) is mislukt.[0] 
Er zit geen ambitie en urgentie in de slotverklaring, terwijl het juist de bedoeling was dat er heel veel urgentie en ambitie in zou zitten.[0]
Wel was er overeenstemming over het Paris Rulebook, waarin staat hoe er gemeten en gecontroleerd moet worden wat de wereld doet aan vermindering van CO2-uitstoot.[1]
Maar zonder ambitie en urgentie weet je de uitslag al: te weinig.[0]
In het laatste rapport van het IPCC stond dat fossiele brandstoffen in 2030 moeten zijn uitgefaseerd om te voorkomen dat de opwarming van de aarde onomkeerbaar is.[0] 
Over twaalf jaar moet de uitstoot van CO2 wereldwijd met 50 procent zijn verminderd.[0] 
In Katowice spraken alle landen hun 'waardering en dankbaarheid' uit voor het werk van het IPCC en riepen zij elkaar ertoe op 'rekening te houden' met de bevindingen van het internationale VN-klimaatpanel.[0] 
Dat bleek een haalbaar voorstel.[0]
Volgens de voorzitter van de klimaattop, de Pool Kurtyka, was de bijeenkomst trouwens helemaal niet mislukt.[1]
'Er zijn duizend kleine stapjes voorwaarts gezet', zei hij, waarna hij van de vergadertafel sprong.[1] ",2018-12-17,vk,trusted,1
8522,www.ed.nl/show/dennis-weening-maakt-serie-over-ado-den-haag~a4565acd/,Dennis Weening maakt serie over ADO Den Haag,"Dennis Weening heeft een nieuwe klus te pakken.[1] 
De presentator gaat voor voetbalclub ADO Den Haag een serie maken over de voetballers.[1] 
,,Het heet 'Dennis maakt kennis' waarin ik alle voetballers van ADO ga leren kennen"", zegt Weening in een video op Instagram.[1] 
De serie is vanaf zaterdag te zien op Fox Sports.[1]
,,Maanden was het: wat zou hij nou gaan doen na RTL?[0] 
Ik had een doel en dat heb ik bereikt.[0] 
Ik ga eindelijk bij ADO werken"", zegt de presentator, die eerder al zei dat hij iets over de voetbalclub ging maken, over zijn nieuwe 'werkgever'.[1]
Voor Weening is het een logische klus.[0]
,,""Ik heb niet voor niets een Haagse ooievaar getatoeëerd.[1]
Ik ben natuurlijk een Hagenees in hart en nieren.[1]",2019-02-15,eindhovensdagblad,trusted,1
874,https://nos.nl/artikel/471935-onderzoek-veiligheid-diane-35-pil.html,Onderzoek veiligheid Diane-35 pil,"Er komt een Europees onderzoek naar de Diane-35 pil.[1] 
Dat maakte het Europese geneesmiddelenagentschap EMA vrijdag bekend.[1] 
De Diane-35 pil is een middel dat veel wordt voorgeschreven tegen acne, maar dat ook als anticonceptiepil wordt gebruikt.[1]
Het Nederlandse College ter Beoordeling van Geneesmiddelen (CBG) gaat het onderzoek samen met Europese zusterorganisaties uitvoeren.[1] 
Het onderzoek komt er, nadat in Frankrijk besloten is de pil uit de roulatie te nemen.[1] 
Dat gebeurde omdat er de afgelopen 25 jaar vier vrouwen zijn overleden nadat ze bloedstolsels hadden gekregen door het gebruik van de pil.[1]
In Nederland slikken zo'n 160.000 vrouwen jaarlijks de Diane-35 pil.[1] 
Deze week is bij het Lareb, het centrum dat bijwerkingen van geneesmiddelen bijhoudt, voor het eerst een overlijden gemeld dat mogelijk verband houdt met het slikken van Diane-35.[1] 
Die melding is nu in onderzoek.[0] 
Het Europese onderzoek moet antwoord geven op de vraag of de werkzaamheid en de risico's van de Diane-35 in balans zijn.[1] ",2013-02-08,nos,trusted,1
7719,www.trouw.nl/home/krajicek-haalt-sterren-van-de-toekomst-naar-ahoy~a9e38d2d/,Krajicek haalt sterren van de toekomst naar Ahoy,"De Big Four komen niet naar het tennistoernooi in Rotterdam.[1] 
Wel vier toptienspelers, en een aantal grote talenten.[1]
De afgelopen drie jaar werden de tennissers op het ABN Amro-toernooi op weg naar het centercourt begeleid door de klanken van het Rotterdams Philharmonisch Orkest.[1] 
In de 45ste editie van het toernooi, van 12 tot en met 18 februari in het Rotterdamse sportpaleis Ahoy, wordt de sound anders en gaat de volumeknop omhoog.[1] 
Op de opzwepende technobeat van Afrojack betreden de hoofdrolspelers straks de arena.[1]
De wereldberoemde dj componeerde de muziek waarop de spelers de gang maken van de kleedkamer naar het centrecourt.[1] 
Ook zal hij een live-optreden verzorgen tijdens de finaledag van het toernooi.[1] 
De in Spijkenisse geboren Afrojack heeft een speciale band met Ahoy.[0] 
Hij trad vaak op in het sportpaleis en op 9 september vorig jaar organiserde hij er een show ter ere van zijn dertigste verjaardag.[1]
De aflossing van het Rotterdams Philharmonisch Orkest door Afrojack als muzikale omlijsting staat symbool voor de omslag die het Rotterdamse tennistoernooi te wachten staat.[0]",2018-01-11,trouw,trusted,1
8527,www.ed.nl/show/de-beste-momenten-van-hyacinth-bucket-uit-schone-schijn~ada6150c/,De beste momenten van Hyacinth Bucket uit Schone Schijn,"De Britse actrice Patricia Routledge, die we beter kennen als Hyacinth Bucket - 'It's Bouquet' - uit Keeping Up Appaerances (Schone Schijn), viert vandaag haar 90ste verjaardag.[1] 
Wij zetten haar beste momenten uit de serie op een rijtje.[0]
Vijf jaar lang, van 1990 tot 1995, portretteerde Routledge de ambitieuze Hyacinth, die zich doodschaamde voor haar 'arme' familie en niets liever wilde dan bij de Britse bourgeoisie horen.[1] 
Ook buiten Groot-Brittannië was de show een grote hit, die tot vandaag toe nog uitgezonden wordt op vele zenders.[1] 
Tot grote ergernis van Hyacinth werd haar 'residentie' vaak verward met een Chinees restaurant.[1] 
Haar telefoonnummer kwam namelijk zo goed als overeen met dat van het restaurant.[0] 
Het gebeurde bijna dagelijks dat ze de telefoon moest opnemen met de boodschap dat 'ze geen aanbieding had voor pikante garnalen', en dat leverde hilarische situaties op.[0] 
Niet alleen haar bellers, maar vooral haar man Richard moest het vaak vergelden.[0] 
Zo riskeerde hij het om hun huwelijksverjaardag te vergeten Opera Uiteraard bezat Hyacinth ook een 'uitzonderlijk' muzikaal talent - tenminste, dat dacht ze zelf.[0] 
Haar muzikale uitspattingen bezorgden haar man, Richard, steeds de nodige kopzorgen.[0] ",2019-02-17,eindhovensdagblad,trusted,1
